7.825695e-05,0.4998882,0.24804163,0.25199184
1.7216058e-05,0.4696442,0.2223147,0.30802387
4.3434725e-06,0.104577474,0.039672486,0.8557457
3.6217893e-06,0.11757341,0.050197378,0.8322256
4.9260148e-06,0.86949676,0.060807433,0.06969094
5.583664e-06,0.0275693,0.2476515,0.7247736
1.2181962e-05,0.5031215,0.28285462,0.21401173
1.2683837e-06,0.894427,0.09505077,0.0105209695
2.0514535e-06,0.8126656,0.14718987,0.04014254
0.00012172898,0.17785342,0.6339402,0.18808465
6.165098e-05,0.046374235,0.5085521,0.445012
2.399014e-06,0.6976984,0.057782706,0.24451646
4.7313674e-06,0.04424152,0.094885364,0.8608684
2.7004262e-06,0.47913975,0.35540694,0.16545059
9.893468e-06,0.94753075,0.00740449,0.045054775
6.2481007e-07,0.9603561,0.020663453,0.018979803
7.182369e-07,0.96500885,0.011251961,0.023738423
1.2954538e-06,0.5561173,0.41345036,0.030430958
9.7541005e-08,0.99884003,0.0005510592,0.0006087776
5.605192e-06,0.05824287,0.2139435,0.72780806
0.00015041535,0.059904132,0.08651849,0.85342693
3.112649e-06,0.9294467,0.067377575,0.0031725895
1.7657829e-06,0.065728895,0.015532462,0.9187369
2.4215014e-06,0.889058,0.02342969,0.087509915
2.5936592e-06,0.8665454,0.096184246,0.037267838
7.660074e-06,0.6492282,0.287369,0.06339506
1.1678571e-06,0.9721347,0.0132312095,0.01463286
2.593214e-06,0.048975628,0.01974194,0.9312799
2.1258566e-05,0.90341115,0.092330895,0.0042366767
2.1096014e-06,0.8846981,0.046984076,0.06831571
1.3735249e-06,0.8889746,0.07299437,0.038029656
7.0834994e-06,0.7380874,0.25619653,0.005708863
1.8539766e-05,0.22685894,0.5474737,0.22564882
3.2737894e-06,0.8434306,0.08546377,0.07110233
5.821526e-06,0.4808209,0.2428324,0.27634087
1.645733e-06,0.95835894,0.024635952,0.017003477
1.8038546e-06,0.68106353,0.22516747,0.09376718
1.861692e-06,0.95760083,0.012647861,0.029749403
4.5328554e-07,0.99652064,0.000873259,0.0026056329
0.000767816,0.054791052,0.10725767,0.8371834
5.109425e-07,0.96625626,0.029057864,0.0046854145
9.150095e-07,0.9824582,0.008404227,0.009136641
1.8035187e-05,0.21448632,0.1594379,0.6260577
8.883751e-06,0.3498229,0.3564107,0.29375747
5.1414085e-05,0.7523002,0.06954213,0.17810631
0.00034002517,0.20159587,0.6660444,0.13201971
7.348236e-05,0.15452409,0.6445509,0.20085149
0.0004952213,0.0072463504,0.26960877,0.72264963
4.868301e-06,0.8104417,0.05521938,0.13433409
6.26674e-07,0.9549991,0.038438264,0.006561897
6.7530323e-06,0.0070010168,0.012425083,0.98056716
7.3212154e-06,0.16900387,0.12967695,0.7013119
3.4855068e-06,0.59855455,0.1946643,0.20677759
3.7096484e-06,0.0065181497,0.013272156,0.980206
1.9718349e-05,0.025475,0.92504424,0.04946107
4.797605e-05,0.6536664,0.19536813,0.15091747
8.064754e-06,0.30170915,0.03361079,0.664672
3.75627e-05,0.010402423,0.0957167,0.89384335
2.8967726e-05,0.035827182,0.21497403,0.7491699
1.9095585e-05,0.021253446,0.010042104,0.9686854
2.6238624e-06,0.83217335,0.03812035,0.12970372
4.5350025e-06,0.8266097,0.03992815,0.13345765
7.87791e-07,0.9473024,0.016463617,0.036233105
1.0843642e-06,0.9833286,0.007435323,0.009235103
9.404722e-06,0.00017274234,0.029824354,0.96999353
7.743473e-05,0.34697968,0.31509134,0.33785155
0.00012914042,0.0009963147,0.18505363,0.8138209
5.410302e-06,0.09745048,0.17303313,0.72951096
0.00014272207,0.24123704,0.13171148,0.6269088
6.703313e-06,0.16642496,0.106989644,0.72657865
6.009026e-06,0.3475567,0.13413152,0.5183058
5.433723e-06,0.26224962,0.5205608,0.21718419
4.9738846e-05,0.5589112,0.33336744,0.10767164
1.034901e-05,0.6522345,0.07950675,0.26824844
5.4128336e-06,0.08292868,0.34712127,0.5699446
2.894883e-06,0.49043855,0.32806194,0.18149665
4.3602966e-05,0.19744417,0.07904372,0.7234686
1.4204022e-05,0.05551768,0.5052793,0.4391888
1.5175986e-05,0.0553119,0.5134852,0.43118775
0.00021360962,0.0022940377,0.19842014,0.79907227
3.5040105e-06,0.057011206,0.38366902,0.5593163
1.1984505e-05,0.2253923,0.042788945,0.73180676
1.5816408e-05,0.80993485,0.12666954,0.063379765
4.786096e-05,0.2261075,0.086101614,0.687743
1.1651088e-06,0.8664318,0.0403214,0.09324569
5.52536e-05,0.59400535,0.27552,0.1304193
1.6031901e-05,0.0011101956,0.035549413,0.9633243
2.0625284e-05,0.5736299,0.016699914,0.4096495
1.4156867e-05,0.040442467,0.17017607,0.7893673
7.1166824e-06,0.70927155,0.24066812,0.050053228
1.061494e-06,0.9302681,0.04562499,0.024105811
3.545788e-06,0.28136522,0.6663712,0.052260064
3.674203e-06,0.93185735,0.03872021,0.029418673
0.00027149796,0.07871697,0.2363893,0.6846222
